1,174
2,151
3,160
4,169
5,140
6,133
7,131
8,135
9,117
10,134
11,161
12,169
13,165
14,133
15,159
16,147
17,183
18,179
19,201
20,233
21,222
22,196
23,218
24,235
25,225
26,220
27,203
28,209
29,213
30,192
31,198
32,177
33,164
34,140
35,120
36,90
37,77
38,91
39,109
40,110
41,79
42,80
43,82
44,100
45,91
46,90
47,65
48,47
49,88
50,123
51,139
52,158
53,181
54,220
55,269
56,236
57,220
58,217
59,205
60,169
61,169
62,155
63,113
64,105
65,98
66,116
67,91
68,90
69,85
70,87
71,89
72,90
73,89
74,108
75,125
76,136
77,165
78,203
79,228
80,230
81,210
82,234
83,234
84,215
85,193
86,161
87,135
88,132
89,130
90,109
91,107
92,114
93,118
94,129
95,131
96,133
97,132
98,110
99,98
100,85
101,93
102,93
103,123
104,152
105,166
106,184
107,224
108,218
109,215
110,215
111,209
112,196
113,189
114,171
115,155
116,152
117,128
118,97
119,99
120,92
121,68
122,55
123,58
124,84
125,77
126,106
127,125
128,135
129,138
130,128
131,127
132,142
133,141
134,137
135,152
136,168
137,177
138,181
139,190
140,183
141,197
142,179
143,156
144,151
145,147
146,131
147,137
148,118
149,113
150,100
151,106
152,94
153,90
154,84
155,85
156,81
157,100
158,100
159,116
160,103
161,112
162,131
163,130
164,124
165,121
166,105
167,109
168,104
169,90
170,80
171,74
172,69
173,76
174,73
175,86
176,102
177,121
178,151
179,202
180,225
181,245
182,261
183,242
184,240
185,209
186,184
187,169
188,158
189,132
190,104
191,94
192,107
193,104
194,106
195,107
196,96
197,90
198,76
199,55
200,60
201,84
202,127
203,144
204,174
205,201
206,199
207,190
208,173
209,154
210,139
211,118
212,141
213,149
214,151
215,142
216,131
217,125
218,116
219,121
220,125
221,145
222,161
223,162
224,175
225,182
226,210
227,218
228,226
229,262
230,273
231,277
232,280
233,262
234,249
235,266
236,275
237,241
238,217
239,194
240,163
241,172
242,177
243,152
244,125
245,124
246,135
247,141
248,119
249,114
250,107
251,104
252,112
253,118
254,113
255,127
256,139
257,164
258,158
259,162
260,144
261,138
262,143
263,142
264,138
265,133
266,113
267,101
268,97
269,98
270,95
271,119
272,127
273,118
274,120
275,130
276,146
277,147
278,130
279,136
280,150
281,155
282,156
283,173
284,199
285,190
286,207
287,208
288,221
289,193
290,190
291,185
292,173
293,152
294,141
295,143
296,137
297,132
298,130
299,111
300,110
301,107
302,108
303,89
304,84
305,77
306,84
307,117
308,140
309,169
310,192
311,197
312,204
313,200
314,167
315,141
316,143
317,127
318,142
319,113
320,98
321,121
322,102
323,109
324,109
325,120
326,131
327,130
328,120
329,114
330,109
331,106
332,132
333,152
334,142
335,137
336,174
337,184
338,196
339,195
340,202
341,216
342,229
343,206
344,198
345,170
346,144
347,139
348,106
349,102
350,121
351,123
352,124
353,150
354,129
355,110
356,106
357,97
358,105
359,106
360,116
361,122
362,129
363,126
364,120
365,142
