1,0
2,6
3,9
4,16
5,12
6,12
7,8
8,10
9,3
10,8
11,10
12,10
13,9
14,13
15,13
16,18
17,27
18,34
19,42
20,52
21,46
22,56
23,54
24,56
25,48
26,29
27,24
28,27
29,20
30,34
31,36
32,39
33,41
34,40
35,43
36,47
37,32
38,17
39,14
40,18
41,19
42,12
43,11
44,11
45,21
46,24
47,27
48,35
49,38
50,53
51,51
52,46
53,49
54,43
55,34
56,28
57,26
58,36
59,42
60,55
61,57
62,59
63,75
64,52
65,31
66,37
67,21
68,10
69,0
70,9
71,10
72,12
73,11
74,15
75,16
76,20
77,45
78,40
79,42
80,45
81,49
82,50
83,44
84,41
85,44
86,30
87,22
88,28
89,28
90,20
91,17
92,20
93,21
94,9
95,0
96,0
97,0
98,0
99,7
100,10
101,14
102,21
103,31
104,38
105,44
106,48
107,49
108,43
109,38
110,22
111,13
112,9
113,0
114,0
115,0
116,0
117,0
118,0
119,5
120,0
121,7
122,0
123,0
124,8
125,9
126,9
127,8
128,9
129,10
130,12
131,13
132,25
133,36
134,36
135,39
136,42
137,43
138,40
139,32
140,24
141,14
142,9
143,0
144,0
145,0
146,9
147,0
148,8
149,10
150,9
151,8
152,8
153,9
154,11
155,17
156,35
157,26
158,29
159,34
160,25
161,34
162,23
163,20
164,18
165,10
166,0
167,0
168,9
169,20
170,18
171,14
172,15
173,18
174,17
175,13
176,13
177,13
178,11
179,9
180,16
181,26
182,29
183,22
184,14
185,16
186,24
187,29
188,30
189,25
190,26
191,20
192,17
193,19
194,13
195,15
196,19
197,17
198,16
199,15
200,24
201,23
202,13
203,9
204,0
205,0
206,0
207,7
208,7
209,0
210,0
211,0
212,12
213,13
214,14
215,15
216,13
217,19
218,23
219,17
220,12
221,9
222,10
223,11
224,7
225,8
226,7
227,17
228,26
229,16
230,0
231,0
232,8
233,0
234,9
235,17
236,30
237,35
238,42
239,31
240,20
241,15
242,13
243,11
244,11
245,9
246,10
247,20
248,11
249,9
250,2
251,0
252,0
253,0
254,0
255,10
256,7
257,0
258,10
259,8
260,0
261,3
262,13
263,24
264,26
265,29
266,34
267,27
268,24
269,27
270,28
271,15
272,9
273,8
274,0
275,0
276,0
277,0
278,0
279,0
280,9
281,13
282,23
283,30
284,46
285,57
286,54
287,52
288,33
289,40
290,36
291,24
292,20
293,20
294,26
295,28
296,25
297,24
298,23
299,17
300,12
301,10
302,8
303,0
304,0
305,0
306,7
307,0
308,8
309,0
310,9
311,9
312,11
313,11
314,15
315,10
316,10
317,10
318,10
319,24
320,30
321,37
322,26
323,11
324,11
325,10
326,10
327,8
328,0
329,0
330,0
331,6
332,10
333,12
334,14
335,11
336,11
337,18
338,17
339,12
340,10
341,9
342,9
343,20
344,19
345,17
346,11
347,11
348,9
349,9
350,0
351,0
352,0
353,0
354,9
355,10
356,9
357,7
358,0
359,7
360,11
361,22
362,17
363,12
364,9
365,4
