1,24
2,26
3,29
4,30
5,28
6,18
7,13
8,16
9,5
10,2
11,0
12,0
13,0
14,4
15,0
16,4
17,10
18,16
19,16
20,26
21,21
22,8
23,15
24,18
25,24
26,24
27,21
28,19
29,27
30,24
31,15
32,13
33,12
34,13
35,11
36,10
37,17
38,19
39,20
40,20
41,22
42,21
43,22
44,22
45,22
46,24
47,14
48,10
49,3
50,0
51,0
52,0
53,0
54,0
55,4
56,14
57,19
58,22
59,19
60,6
61,1
62,1
63,5
64,6
65,5
66,8
67,0
68,1
69,12
70,10
71,20
72,20
73,20
74,21
75,16
76,19
77,23
78,23
79,14
80,2
81,0
82,0
83,3
84,13
85,11
86,12
87,8
88,1
89,0
90,0
91,0
92,0
93,0
94,0
95,0
96,0
97,0
98,0
99,0
100,0
101,5
102,10
103,11
104,12
105,17
106,12
107,14
108,8
109,0
110,1
111,13
112,19
113,18
114,10
115,10
116,16
117,12
118,3
119,0
120,0
121,0
122,3
123,4
124,1
125,1
126,0
127,9
128,10
129,4
130,0
131,1
132,7
133,10
134,4
135,29
136,37
137,57
138,55
139,65
140,55
141,48
142,43
143,39
144,30
145,23
146,14
147,1
148,0
149,0
150,0
151,0
152,14
153,20
154,29
155,39
156,33
157,33
158,34
159,21
160,13
161,2
162,0
163,0
164,0
165,0
166,0
167,0
168,10
169,17
170,15
171,13
172,11
173,5
174,0
175,0
176,0
177,1
178,6
179,6
180,8
181,13
182,12
183,9
184,6
185,6
186,3
187,13
188,22
189,20
190,22
191,19
192,20
193,25
194,15
195,14
196,11
197,11
198,4
199,0
200,0
201,0
202,0
203,0
204,0
205,0
206,0
207,0
208,0
209,0
210,1
211,5
212,0
213,0
214,0
215,7
216,2
217,0
218,0
219,7
220,6
221,9
222,10
223,10
224,14
225,1
226,1
227,0
228,0
229,0
230,3
231,1
232,2
233,0
234,0
235,0
236,0
237,0
238,3
239,16
240,12
241,3
242,12
243,19
244,15
245,17
246,19
247,19
248,16
249,21
250,21
251,19
252,19
253,18
254,17
255,21
256,18
257,12
258,11
259,10
260,5
261,4
262,2
263,1
264,0
265,0
266,14
267,14
268,12
269,15
270,13
271,21
272,35
273,41
274,33
275,39
276,50
277,43
278,37
279,26
280,16
281,5
282,10
283,11
284,11
285,9
286,10
287,2
288,0
289,0
290,0
291,0
292,8
293,12
294,14
295,22
296,20
297,21
298,16
299,11
300,12
301,11
302,11
303,11
304,12
305,29
306,27
307,20
308,11
309,1
310,29
311,43
312,34
313,38
314,43
315,38
316,24
317,15
318,16
319,14
320,12
321,0
322,0
323,0
324,0
325,0
326,0
327,3
328,4
329,0
330,0
331,0
332,6
333,9
334,10
335,10
336,10
337,10
338,9
339,10
340,12
341,9
342,2
343,3
344,0
345,0
346,0
347,0
348,0
349,18
350,21
351,18
352,19
353,16
354,0
355,7
356,8
357,10
358,6
359,17
360,20
361,35
362,44
363,55
364,47
365,28
