1,119
2,129
3,131
4,158
5,174
6,195
7,198
8,197
9,189
10,191
11,218
12,193
13,178
14,165
15,167
16,168
17,130
18,115
19,109
20,100
21,109
22,117
23,114
24,101
25,92
26,101
27,112
28,122
29,128
30,136
31,148
32,154
33,162
34,166
35,164
36,163
37,187
38,191
39,161
40,129
41,130
42,134
43,112
44,106
45,125
46,135
47,132
48,108
49,96
50,114
51,102
52,104
53,89
54,87
55,98
56,116
57,144
58,156
59,155
60,160
61,132
62,132
63,119
64,108
65,118
66,115
67,114
68,97
69,72
70,60
71,59
72,61
73,61
74,58
75,51
76,26
77,33
78,56
79,105
80,101
81,93
82,114
83,144
84,154
85,170
86,170
87,163
88,179
89,166
90,160
91,153
92,139
93,131
94,106
95,106
96,138
97,156
98,161
99,161
100,170
101,172
102,191
103,187
104,194
105,169
106,141
107,144
108,131
109,120
110,150
111,157
112,136
113,103
114,86
115,88
116,94
117,125
118,125
119,142
120,112
121,120
122,139
123,143
124,157
125,158
126,176
127,148
128,134
129,134
130,140
131,124
132,132
133,138
134,141
135,129
136,132
137,157
138,170
139,180
140,207
141,225
142,221
143,227
144,225
145,230
146,236
147,226
148,215
149,210
150,188
151,166
152,150
153,133
154,124
155,136
156,145
157,153
158,139
159,130
160,138
161,177
162,178
163,164
164,171
165,171
166,134
167,120
168,115
169,140
170,150
171,153
172,182
173,197
174,196
175,198
176,205
177,187
178,165
179,162
180,151
181,104
182,89
183,96
184,114
185,107
186,94
187,107
188,110
189,101
190,81
191,92
192,81
193,83
194,105
195,134
196,146
197,167
198,194
199,215
200,220
201,223
202,223
203,220
204,192
205,176
206,159
207,145
208,116
209,120
210,116
211,115
212,95
213,70
214,61
215,73
216,58
217,48
218,56
219,78
220,79
221,94
222,111
223,124
224,167
225,163
226,172
227,184
228,187
229,196
230,193
231,200
232,194
233,187
234,149
235,133
236,144
237,113
238,107
239,107
240,108
241,123
242,165
243,174
244,175
245,196
246,221
247,223
248,223
249,189
250,165
251,142
252,144
253,124
254,119
255,134
256,124
257,116
258,87
259,79
260,78
261,79
262,116
263,147
264,153
265,146
266,166
267,168
268,183
269,171
270,177
271,181
272,164
273,151
274,133
275,131
276,116
277,123
278,108
279,96
280,112
281,159
282,179
283,213
284,233
285,256
286,255
287,230
288,229
289,214
290,185
291,155
292,143
293,128
294,142
295,145
296,156
297,137
298,127
299,115
300,125
301,112
302,141
303,150
304,185
305,186
306,192
307,207
308,212
309,205
310,196
311,187
312,199
313,194
314,175
315,167
316,145
317,121
318,106
319,111
320,94
321,117
322,111
323,120
324,126
325,116
326,110
327,114
328,112
329,122
330,134
331,136
332,155
333,156
334,170
335,188
336,167
337,173
338,162
339,124
340,116
341,95
342,96
343,101
344,116
345,131
346,154
347,173
348,193
349,211
350,189
351,207
352,181
353,184
354,177
355,171
356,162
357,174
358,200
359,197
360,192
361,177
362,190
363,213
364,190
365,194
366,182
